epoch,loss
1863,0.012526
1864,0.01252
1865,0.012513
1866,0.012506
1867,0.012499
1868,0.012492
1869,0.012486
1870,0.012479
1871,0.012472
1872,0.012465
1873,0.012458
1874,0.012452
1875,0.012445
1876,0.012438
1877,0.012431
1878,0.012425
1879,0.012418
1880,0.012411
1881,0.012404
1882,0.012398
1883,0.012391
1884,0.012384
1885,0.012378
1886,0.012371
1887,0.012364
1888,0.012358
1889,0.012351
1890,0.012344
1891,0.012338
1892,0.012331
1893,0.012324
1894,0.012318
1895,0.012311
1896,0.012305
1897,0.012298
1898,0.012291
1899,0.012285
1900,0.012278
1901,0.012272
1902,0.012265
1903,0.012259
1904,0.012252
1905,0.012245
1906,0.012239
1907,0.012232
1908,0.012226
1909,0.012219
1910,0.012213
1911,0.012206
1912,0.0122
1913,0.012193
1914,0.012187
1915,0.01218
1916,0.012174
1917,0.012167
1918,0.012161
1919,0.012154
1920,0.012148
1921,0.012142
1922,0.012135
1923,0.012129
1924,0.012122
1925,0.012116
1926,0.01211
1927,0.012103
1928,0.012097
1929,0.01209
1930,0.012084
1931,0.012078
1932,0.012071
1933,0.012065
1934,0.012059
1935,0.012052
1936,0.012046
1937,0.01204
1938,0.012033
1939,0.012027
1940,0.012021
1941,0.012014
1942,0.012008
1943,0.012002
1944,0.011995
1945,0.011989
1946,0.011983
1947,0.011977
1948,0.01197
1949,0.011964
1950,0.011958
1951,0.011952
1952,0.011945
1953,0.011939
1954,0.011933
1955,0.011927
1956,0.011921
1957,0.011914
1958,0.011908
1959,0.011902
1960,0.011896
1961,0.01189
1962,0.011883
1963,0.011877
1964,0.011871
1965,0.011865
1966,0.011859
1967,0.011853
1968,0.011847
1969,0.01184
1970,0.011834
1971,0.011828
1972,0.011822
1973,0.011816
1974,0.01181
1975,0.011804
1976,0.011798
1977,0.011792
1978,0.011786
1979,0.01178
1980,0.011773
1981,0.011767
1982,0.011761
1983,0.011755
1984,0.011749
1985,0.011743
1986,0.011737
1987,0.011731
1988,0.011725
1989,0.011719
1990,0.011713
1991,0.011707
1992,0.011701
1993,0.011695
1994,0.011689
1995,0.011683
1996,0.011677
1997,0.011671
1998,0.011666
1999,0.01166
